"Outer_Iter",   "rms[Rho][0]"  ,  "rms[RhoU][0]"  ,  "rms[RhoV][0]"  ,  "rms[RhoE][0]"  ,    "rms[k][0]"   ,    "rms[w][0]"   ,    "rms[T][1]"   
         173,      -6.100772543,      -3.901520608,      -4.171850592,     -0.7710033739,      -2.815565423,       3.132185554,      -7.210270926
         174,      -6.079625544,      -3.847878311,       -4.23129219,      -0.716737182,      -2.807613709,       3.064420351,      -7.233428818
         175,      -6.119249069,      -3.920667645,      -4.189302434,     -0.7878023038,      -2.828858191,       3.113454422,      -7.229469131
         176,      -6.098190905,      -3.866397865,      -4.250133481,     -0.7334780278,      -2.820725834,       3.043826881,      -7.252017273
         177,      -6.137141699,      -3.939250794,      -4.206038282,     -0.8039466702,      -2.841965665,        3.09489519,      -7.248622222
         178,      -6.116216644,      -3.884331265,      -4.268264354,     -0.7495274983,      -2.833739296,       3.023283117,      -7.270538231
         179,      -6.154493117,      -3.957294731,      -4.222186774,     -0.8193997418,      -2.854955114,       3.076529429,      -7.267720985
         180,      -6.133697362,      -3.901740416,       -4.28566186,     -0.7649503536,      -2.846729235,       3.002842796,       -7.28898631
         181,      -6.171300825,      -3.974887884,      -4.237769571,      -0.834325637,      -2.867920702,       3.058301927,      -7.286757672
         182,       -6.15068118,      -3.918708462,      -4.302437637,     -0.7798330005,      -2.859728449,       2.982551572,      -7.307355935
         183,      -6.187639244,      -3.992093526,      -4.252873023,     -0.8486960385,      -2.880888332,       3.040241808,      -7.305726615
         184,      -6.167189391,      -3.935294399,      -4.318631582,     -0.7941331838,      -2.872759287,       2.962359514,       -7.32564249
         185,        -6.2035077,      -4.008960207,       -4.26753169,     -0.8626232252,      -2.893867809,       3.022341543,      -7.324618032
         186,      -6.183241838,      -3.951560165,      -4.334279578,     -0.8080637006,      -2.885855954,       2.942282865,      -7.343842316
         187,      -6.218945956,      -4.025493646,       -4.28184661,     -0.8761536605,        -2.9069322,       3.004527652,      -7.343428903
         188,      -6.198873333,      -3.967501653,      -4.349450981,     -0.8215228092,      -2.899046798,       2.922298218,      -7.361954037
         189,      -6.233977065,      -4.041737893,      -4.295812125,     -0.8892588253,      -2.920053388,       2.986890929,      -7.362150412
         190,      -6.214085877,      -3.983196434,      -4.364169071,     -0.8346306065,      -2.912267441,       2.902505903,      -7.379966906
         191,      -6.248610959,      -4.057739563,      -4.309501627,     -0.9020886444,      -2.933210431,       2.969352935,      -7.380776572
         192,      -6.228915136,      -3.998651101,      -4.378495909,     -0.8474309618,      -2.925558327,       2.882807299,      -7.397880595
         193,      -6.262895166,      -4.073462074,      -4.322904045,     -0.9146017799,      -2.946459451,       2.951910911,       -7.39930512
         194,      -6.243383743,      -4.013855183,      -4.392463474,     -0.8598984228,      -2.938927746,       2.863181476,      -7.415693747
         195,      -6.276833876,      -4.088938902,      -4.336101958,     -0.9268657762,      -2.959756032,        2.93458997,      -7.417726086
         196,      -6.257497046,      -4.028855432,      -4.406084581,     -0.8721352109,      -2.952304182,       2.843759108,      -7.433394755
         197,      -6.290432779,      -4.104207495,      -4.349117335,     -0.9388927589,      -2.973053063,       2.917402681,      -7.436034246
         198,      -6.271274267,      -4.043669427,      -4.419430408,       -0.88413236,       -2.96572146,       2.824402976,      -7.450989142
         199,      -6.303746838,      -4.119286474,      -4.361948348,      -0.950693586,      -2.986411965,       2.900260052,       -7.45423182
         200,      -6.284751778,       -4.05834336,      -4.432490307,     -0.8958635942,      -2.979138432,       2.805195185,      -7.468468375
         201,      -6.316754555,      -4.134210091,      -4.374615264,     -0.9623174572,      -2.999740651,        2.88326817,      -7.472305335
         202,      -6.297909732,      -4.072834618,      -4.445320209,       -0.90744584,      -2.992526256,       2.786131189,      -7.485825727
         203,       -6.32948805,      -4.148905192,       -4.38713642,     -0.9737777462,      -3.013045461,       2.866349146,      -7.490253224
         204,      -6.310790368,      -4.087147963,      -4.457927018,     -0.9188477298,      -3.005909894,       2.767142107,      -7.503067039
         205,      -6.341969702,      -4.163422417,      -4.399530199,     -0.9850484896,      -3.026351964,       2.849503309,       -7.50807632
         206,      -6.323400733,      -4.101298971,      -4.470302985,     -0.9300556403,      -3.019247716,        2.74828079,      -7.520184228
         207,      -6.354198849,      -4.177752112,      -4.411815309,     -0.9961750856,      -3.039581256,       2.832778924,      -7.525762876
         208,      -6.335753853,      -4.115280894,      -4.482500629,     -0.9410897467,      -3.032481946,       2.729612405,      -7.537168001
         209,      -6.366187923,       -4.19189528,      -4.423959774,      -1.007169818,      -3.051709838,       2.778704063,      -7.559096236
         210,      -6.369590695,      -4.157933098,      -4.513900983,     -0.9853934614,       -3.04337093,       2.729460816,      -7.547325328
         211,      -6.379747232,      -4.206976881,      -4.423972763,      -1.015609469,      -3.063964997,       2.807234882,      -7.576597129
         212,      -6.380168802,      -4.171756906,      -4.527897908,      -0.995172546,      -3.055490857,       2.671629946,      -7.563000219
         213,      -6.390042337,      -4.220568392,      -4.436891778,      -1.025413162,       -3.07633383,        2.80045379,      -7.593594187
         214,      -6.390921205,      -4.184669238,      -4.539282829,      -1.004395128,      -3.067815612,       2.649410007,      -7.579151657
         215,      -6.400598428,        -4.2333624,      -4.448062908,      -1.034610733,      -3.088655041,       2.786108517,      -7.610559751
         216,      -6.401505864,      -4.197230799,       -4.55052368,       -1.01364207,      -3.080148481,       2.630761509,      -7.595306746
         217,      -6.411088219,      -4.245850741,      -4.459267658,      -1.043806204,      -3.100926971,       2.770485745,      -7.627453283
         218,      -6.411970472,      -4.209455625,      -4.561320514,      -1.022768927,      -3.092442209,       2.612743461,      -7.611366142
         219,      -6.421428961,      -4.258067269,      -4.470407396,      -1.052967353,      -3.113130684,       2.754656012,      -7.644231654
         220,      -6.422269926,      -4.221464574,      -4.571915697,      -1.031786447,      -3.104676259,       2.594944995,      -7.627294763
         221,      -6.431622769,      -4.270115481,      -4.481452466,      -1.062031135,      -3.125252947,        2.73881461,      -7.660871543
         222,      -6.432400357,      -4.233293579,      -4.582364948,      -1.040718777,      -3.116857658,        2.57730486,      -7.643084222
         223,      -6.441661519,       -4.28200538,      -4.492422002,      -1.071044873,      -3.137324659,       2.723022651,      -7.677363877
         224,      -6.442371992,      -4.244976781,       -4.59263221,      -1.049608069,      -3.128980528,       2.559800309,      -7.658725721
         225,      -6.451567687,      -4.293770559,      -4.503292877,      -1.080043529,      -3.149313712,       2.707323878,      -7.693697434
         226,      -6.452205557,      -4.256548212,      -4.602772691,      -1.058457882,      -3.141016592,       2.542461345,      -7.674211369
         227,      -6.461337743,      -4.305418603,      -4.514093045,      -1.089022125,       -3.16121078,       2.691696317,      -7.709867627
         228,      -6.461897986,      -4.268016998,      -4.612825455,      -1.067320231,      -3.153000659,       2.525188436,      -7.689544642
         229,      -6.470988454,      -4.316924322,      -4.524845445,      -1.098003037,      -3.173066417,       2.676136885,      -7.725875494
         230,       -6.47148142,      -4.279358327,      -4.622791187,      -1.076141931,      -3.164961768,       2.507988339,         -7.704732
         231,      -6.480563584,      -4.328313692,      -4.535534111,      -1.106949488,      -3.184865079,       2.660674213,      -7.741717234
